path,label
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08318.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19875.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11249.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18252_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18375_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04149.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15807_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14926_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16387_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01570.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10124_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14253.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14861.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02007.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05260.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06904.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00201.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11388.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17478.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14418_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12328.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10227.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04979.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06519.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01912.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19803.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03685.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16473.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11873.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14443_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14096.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16785_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\09910.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08882.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14364.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00807.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06075.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15768.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19083.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13896_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01413.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14176.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06757.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\07629.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02003.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00171.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15919.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03291.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13216.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15514_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19766.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11636.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01829.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10508.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17802.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12802.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17314_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10497.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18493_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05509.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00311.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10410.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10382.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13075_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15934.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06849.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12735.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08914.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03085.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13989.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01538.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17135_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11813.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08218.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01125.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15962_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04007.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05574.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04604.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02420.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03179.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17566.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14569_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16044.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02798.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04012.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14604.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18655.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12251_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09521.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12240.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14573.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05935.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19654.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11026.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01735.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02640.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05175.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15634.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08225.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10725_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01002.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16423_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08544.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11177_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10952_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07239.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14683.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13238_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\07554.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18130_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18341_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04519.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12349_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08135.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03171.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04122.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04655.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16601.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14836.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12131_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10223_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11482.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18891.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06744.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07764.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10099.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01150.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14045.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03190.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08421.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00728.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00543.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04365.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17097.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18200_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11469_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06029.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02149.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12660.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13020.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09825.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16449_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16970_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13851_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10558.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12215_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18589_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09528.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13868.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01021.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09204.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10623_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08583.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00304.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16401.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06760.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14252.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16980_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18189.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00898.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13539_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01343.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10013_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16189_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04393.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00580.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04281.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01552.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00709.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00204.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11894.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02215.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\09843.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05936.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13582.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12662_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03182.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11765_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00965.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05261.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13495_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06613.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16928.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19141_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05112.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01490.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11841.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08044.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01983.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15415.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07158.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02434.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03107.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17513.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14807.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16486.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10299.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17674_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05786.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19215.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10470_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09487.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05715.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08627.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01353.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11666_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14374_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10426_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03671.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06984.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07116.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05392.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15733_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11582.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11835_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13239.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03625.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03859.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05722.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03379.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13760_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01713.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06838.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17368.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05590.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00755.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04022.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15091.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19860.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12206_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02536.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13688_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14126.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08585.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15494.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00041.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14395_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04889.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19451.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06428.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15482_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14078.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06719.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18101.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10062_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01945.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19033_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18198.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02772.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19896.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12032_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08471.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16137.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00081.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\09920.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17879.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03724.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09970.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01985.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\09889.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02300.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14260_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18735.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11078.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08986.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17754.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12788_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11898_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03486.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11741_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00063.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03833.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15085.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13471.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03131.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02849.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13564_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14311.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\07237.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00260.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13847.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16446_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00706.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10392_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08083.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00461.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13119.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02491.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14798_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17410_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00825.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05799.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12167.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10905.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01414.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14712_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08210.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14116_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14441_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06978.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06846.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02183.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08202.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11784.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16926_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12440.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01294.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11359.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00823.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05161.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08678.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11730.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00692.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17285_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15419.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02163.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04749.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06887.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\07413.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05897.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06294.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15421.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18281.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09307.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09855.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16594.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02253.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15691.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14076_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12844_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09278.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12705.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06346.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14309_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12838.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18985_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00882.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00804.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10549.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08402.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16663.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13875.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06687.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18532.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09485.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10801_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16327_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08377.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10970.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18139.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12475.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19904.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15780.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00238.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03700.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09771.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01851.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08124.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08787.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00076.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04561.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10623.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13228.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\09052.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14012.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06161.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18442.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17697.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15457_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10862.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12989.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01113.jpg,1
